id,created_at,text,source
542787983120683008,2014-12-10 21:08:34,"Or else these wars would still have been waged at the edges of Mediterranean, not in the interior lands of Euphrates and Tigris. (5)",Twitter Web Client
542787871610916864,2014-12-10 21:08:07,"which our Prophet(saws) specifically warned us about. Stop blaming the enemy.We, our immediate ancestors brought this mess on us.(4)",Twitter Web Client
542787686235250688,2014-12-10 21:07:23,",where we were dumb enough to believe outsiders' promises,&amp; considered farming and trading better than war raiding and jizyah collection,(3)",Twitter Web Client
542787525941526528,2014-12-10 21:06:45,"the British Empire's repeated wars in Afghanistan,to continuous Western wars on Muslim lands in present days, are part of the same chain,(2)",Twitter Web Client
542787342960848896,2014-12-10 21:06:01,"In the big scale that actually matters, US war on Muslims in ""Barbary wars"",Brit East India Company's wars on Muslim rulers in India,(1)",Twitter Web Client
542784986571501569,2014-12-10 20:56:39,"his colonial master, and he will get away with it. for now at least. (3)",Twitter Web Client
542784899367706624,2014-12-10 20:56:19,PA is right at the top when it comes to treachery at their own people. Still its minister is choked to death in broad daylight by (2),Twitter Web Client
542783994899607552,2014-12-10 20:52:43,"And look at the irony of it . In all the rich history of traitors, collaborators that has infested the Ummah over last 3 centuries,(1)",Twitter Web Client
542783121221890048,2014-12-10 20:49:15,"@AbuMu3tasim at many points i think the spin , the blatant lies won't get anymore ridiculous. Then BAM ! again proved wrong.",Twitter Web Client
542781530116878336,2014-12-10 20:42:55,This description of a Palestinian's death by choking should make it clear that these media are West's PR outlets .https://t.co/5jx4a8ibs3,Twitter Web Client
542780099473321984,2014-12-10 20:37:14,"#PT Coz that makes as much sense as describing a evidently death by choking as  ""neck was grabbed during confrontation""",Twitter Web Client
542779654252134400,2014-12-10 20:35:28,"#PT How about when someone is beheaded by Muslims, you also write nonsensical things like ""neck was hit with knife in the desert"" ?",Twitter Web Client
542778915031240705,2014-12-10 20:32:32,"#PT ""Neck was grabbed in confrontation"". Can you neuter it anymore?",Twitter Web Client
542778749649829888,2014-12-10 20:31:52,"Why don't you cut the crap, and say that he was killed by Israeli soldiers ? https://t.co/5jx4a8ibs3",Twitter Web Client
542778551204720640,2014-12-10 20:31:05,RT @Reuters: Palestinian minister dies after his neck was grabbed during confrontation with Israeli police: http://t.co/MNMGEYhp1O http://t…,Twitter Web Client
542778520372387840,2014-12-10 20:30:58,"RT @viaSimonRomero: Ex-general calls Dilma Rousseff a ""terrorist"" That's how defiant Brazil's military remains about human rights abuses. h…",Twitter Web Client
542778279279620097,2014-12-10 20:30:00,"If you bros could stop tweeting about this ""imran bin something"" guy, and tweet about stuff that matters, it would be great.  Thank you.",Twitter Web Client
542692344945192961,2014-12-10 14:48:32,"RT @IraqiSMCEn: Salah-il-deen:
A source from Samarra Hospital :Around 50 dead bodies of militia elements-which they have been... http://t.c…",Mobile Web (M2)
542689482567602177,2014-12-10 14:37:09,RT @joshua_landis: Fall of Suwaida villages comes after leader of Liwaa Maghawir al-Ghouta lieutenant Abu Uday gives bayaa 2 Baghdadi http:…,Mobile Web (M2)
542669675088596992,2014-12-10 13:18:27,@mousaalomar !!!,Mobile Web (M2)
542668952128991233,2014-12-10 13:15:35,"RT @Mobute: ""We raped some folks."" http://t.co/s271SvjLZI",Mobile Web (M2)
542668786957320193,2014-12-10 13:14:55,RT @trevortimm: The @WashingtonPost has helpfully put all of Michael Hayden's lies to Congress about torture into one graphic: http://t.co/…,Mobile Web (M2)
542655939422474240,2014-12-10 12:23:52,@shamiwitness http://t.co/nfSDHDgTbb,Mobile Web (M2)
542655417693011968,2014-12-10 12:21:48,RT @rConflictNews: Photo circulating shows IDF soldier choking PA minister who died shortly after. via @BklynMiddleton  http://t.co/VZNHwem…,Mobile Web (M2)
542652455759396866,2014-12-10 12:10:02,RT @russian_market: The weirdest headline so far: Russian army works in Donbass after request by Ukraine. http://t.co/AGPYR4CmNN,Mobile Web (M2)
542652197914566656,2014-12-10 12:09:00,RT @ja3far45: أبو زبيدة حسب #تقرير_التعذيب ، يحشر في صندوق بحجم الكفن يملأ عليه بالبعوض والحشرات، ولا بواكي له يا أشباه رجال بشوارب ولحى ؟!,Mobile Web (M2)
542650977976074240,2014-12-10 12:04:09,I wonder what Interfax is smoking right now,Mobile Web (M2)
542650663143235584,2014-12-10 12:02:54,@rconflictnews lol @russian_market @spillthenews,Mobile Web (M2)
542650337078018048,2014-12-10 12:01:36,"RT @Faysal_FreeGaza: What kind of torture are they putting her through?

Free #AafiaSiddiqui now!
#TortureReport http://t.co/rszbbGw057",Mobile Web (M2)
542650058165190657,2014-12-10 12:00:30,"RT @intifada: Israel provided US with ""novel"" excuse to abuse human rights -- CIA memo http://t.co/X8VA47biZZ",Mobile Web (M2)
542649571722420224,2014-12-10 11:58:34,"Islamic State releasing plethora of images from today's operations against shia forces in Makashifa ,near Samarra.
#Iraq",Mobile Web (M2)
542645939941687297,2014-12-10 11:44:08,"RT @eurocrat: #CIA called torture ""enhanced interrogation"" - that's the exact wording used by the Gestapo (""Verschärfte Vernehmung"")

#Tort…",Mobile Web (M2)
542644576008536064,2014-12-10 11:38:43,"RT @aron_ld: Rebels in northern #Syria say US has stopped paying them http://t.co/dTdfmjpAjF 8,000 in Idleb &amp; Hama - by @MousabAlhamadee &amp; …",Mobile Web (M2)
542638543852802048,2014-12-10 11:14:45,"RT @ja3far45: Full Article, here:
http://t.co/ZgQ2qldf4I",Mobile Web (M2)
542638505512677376,2014-12-10 11:14:36,"RT @ja3far45: here is him AKA Grayson Swigert (right) and his co-designer, Dr.Bruce Jessen AKA Hammond Dunbar (left) http://t.co/uwIEPRUK30",Mobile Web (M2)
542638456951046144,2014-12-10 11:14:24,"RT @ja3far45: Mr. #LoneWolf: Please meet Dr. James Mitchell, The Architect of the CIA's Enhanced Interrogation Program. #CIAReport #CIATort…",Mobile Web (M2)
542638423895732224,2014-12-10 11:14:16,"RT @ja3far45: سيدي #الذئب_المنفرد : تعرف على الملحد د. جيمس ميتشل، مبتكر أساليب #التعذيب ""المبتكرة"".
https://t.co/KLb1Dp3HZN",Mobile Web (M2)
542638003550961664,2014-12-10 11:12:36,RT @vicenews: Coming soon: The first video interview with the architect of the CIA's interrogation program: http://t.co/LNLPWlvVWb http://t…,Mobile Web (M2)
542630763016237056,2014-12-10 10:43:50,"RT @MemlikPasha: PT: #IS presence in NE Ramadi away from its historic area along the SE arc is significant, leaves Market St. as last acces…",Mobile Web (M2)
542629438031417344,2014-12-10 10:38:34,"shia forces in Makashifa,Abu Anas al Fransi detonated a VBIED on shia forces near Samarra.(4)",Mobile Web (M2)
542629343554723840,2014-12-10 10:38:11,"today,battles continuing. abu Omar al Shami detonated a VBIED on shia forces in albu Dur.Abu Nayef al Jazrawi detonated a VBIED on(3)",Mobile Web (M2)
542622747483181057,2014-12-10 10:11:59,"other militias . #IS sweeping Makashifah of remaining Shia militiamen. Al Zalah,al Tarabulah and most of Makashifah captured by #IS (2)",Mobile Web (M2)
542622607183720449,2014-12-10 10:11:25,"3 4WD vehicles ,1 Silverado truck,different weapons,ammo ,among war spoils captured today in Makashifah from shia ""Badr Org"" and (1)",Mobile Web (M2)
542617117867384832,2014-12-10 09:49:36,"25 Shia militiamen killed in Baiji battles today.
#Iraq",Mobile Web (M2)
542592118293016576,2014-12-10 08:10:16,RT @Garvey_B: Classic SCMP correction. @marcoharpy http://t.co/4ESgovEyRp,Mobile Web (M2)
542591497343102976,2014-12-10 08:07:48,RT @KhaledBeydoun: The real damning #TortureReport was issued a decade ago - the images of savage practices in Abu Ghraib. http://t.co/QdmZ…,Mobile Web (M2)
542591076259733505,2014-12-10 08:06:08,RT @yasminqanas: http://t.co/ac92hdmMit,Mobile Web (M2)
542590745564442624,2014-12-10 08:04:49,RT @FearDept: Last month at the UN we had @AmbassadorPower lecturing the developing world not to torture people. https://t.co/08iVPMIigh,Mobile Web (M2)
542583117564108800,2014-12-10 07:34:30,"RT @macroarch: @EjmAlrai Elijah, this is the 10 names which purportedly states that they were killed in Arsal. Is it still false? http://t.…",Mobile Web (M2)
542575155214843904,2014-12-10 07:02:52,RT @LostKashmirHist: One out of every Five Kashmiris is a victim of Torture! #Kashmir,Mobile Web (M2)
542571595962007552,2014-12-10 06:48:43,"#PT few of the areas where Shiite forces sites under attack by #IS in the province : Albu Dur,Makashifa(near Samarra),alTarabula etc.",Mobile Web (M2)
542569336146493440,2014-12-10 06:39:44,"#Breaking Major operations by Islamic State army,led by special forces, in several regions in Salahuddin province. #Iraq",Mobile Web (M2)
542541161475633152,2014-12-10 04:47:47,"RT @yvonneridley: Thank God when I was arrested in Afghanistan I was held by the most evil, brutal regime in the world &amp; not by the America…",Mobile Web (M2)
542415166508257281,2014-12-09 20:27:07,RT @AnupKaphle: This footnote on Abu Zubaydah is painful to read. #TortureReport http://t.co/fjoKDG0aWE,Mobile Web (M2)
542414434308595714,2014-12-09 20:24:13,"Remember the name Gul Rahman,the Muslim whom CIA  tortured, then froze him literally to death.Shaheed Insha Allaah",Mobile Web (M2)
542414044657754113,2014-12-09 20:22:40,"RT @timkmak: Detainees at Cobalt site “could go for days or weeks without anyone looking at him,” interrogator said. Like dogs in a kennel",Mobile Web (M2)
542413992275091458,2014-12-09 20:22:27,"RT @timkmak: Cobalt site was where Gul Rahman was found dead of hypothermia, after ordered stripped naked. Was dragged across the dirt floo…",Mobile Web (M2)
542413946699784193,2014-12-09 20:22:17,"RT @timkmak: At Cobalt site, there were allegations of anal exams w/excessive force. Prisoners humiliated in the nude, hosed down while sha…",Mobile Web (M2)
542413870191489025,2014-12-09 20:21:58,"RT @timkmak: Cobalt was blacked out at ALL times, no speaking. Lead interrogator: it's good for interrogations b/c it was closest thing to …",Mobile Web (M2)
542413165837840384,2014-12-09 20:19:10,"RT @Raniaab: Rape RT @EjmAlrai ""Rectal exams were conducted with excessive force"" means what exactly? #TortureReport #CIA #USA http://t.co/…",Mobile Web (M2)
542413037492117505,2014-12-09 20:18:40,"RT @KenRoth: Powerful @alJazeera report on #Kenya security force execution teams, featuring four insiders. http://t.co/ilRsZDMmpp http://t.…",Mobile Web (M2)
542411336169172992,2014-12-09 20:11:54,RT @ggreenwald: The torture scandal is about far more than waterboarding or Guantanamo - it was an official worldwide torture regime https:…,Mobile Web (M2)
542410682012942336,2014-12-09 20:09:18,"RT @asavage: @attackerman What's more brutal, being tortured by the CIA over a long period or being executed quickly by IS?  Disgusting. Gr…",Mobile Web (M2)
542410596583350273,2014-12-09 20:08:58,"RT @attackerman: Janat Gul begged for death. The man who implicated Gul would later, per the Senate report, recant. http://t.co/O6dS5pf0ei",Mobile Web (M2)
542410062136741888,2014-12-09 20:06:50,"RT @emptywheel: Torturers who couldn't waterboard: $450/day

Torturers who could waterboard: $1800/day

(66)",Mobile Web (M2)
542408410226905089,2014-12-09 20:00:17,"RT @EjmAlrai: ""Rectal exams were conducted with excessive force"" means what exactly? #TortureReport #CIA #USA. http://t.co/5PtIVz1LDe",Mobile Web (M2)
542408308162707456,2014-12-09 19:59:52,RT @EjmAlrai: No wonder Camp Buca produced the #AQI and then #IS leaders so dedicated to fight #USA. Read this testimony by #CIA. http://t.…,Mobile Web (M2)
542408044475211777,2014-12-09 19:58:49,RT @JillFilipovic: Like we actually threatened to rape peoples' mothers. That was part of our interrogation strategy. #America #TortureRepo…,Mobile Web (M2)
542407420320808960,2014-12-09 19:56:21,"RT @mouradahami: How The CIA Tortured Terror Suspects In Uzbekistan: http://t.co/Anv7PkezbC 
#TortureReport #تقرير_التعذيب",Mobile Web (M2)
542406594131009538,2014-12-09 19:53:04,"RT @SwiftOnSecurity: ,@flamsmark Writeblocker is so you can say that nothing you did to a hard drive changed anything on it. Plus, it stops…",Mobile Web (M2)
542406546462752768,2014-12-09 19:52:52,RT @SwiftOnSecurity: @flamsmark The hardware is easier to audit/say you know nothing messed up + faster to swap. You can connect a label pr…,Mobile Web (M2)
542406512891539459,2014-12-09 19:52:44,"RT @SwiftOnSecurity: I can forensically recover your data, or wipe it off the face of the earth. http://t.co/tpxXRzhsyY",Mobile Web (M2)
542406149937451008,2014-12-09 19:51:18,"RT @CraigMWhitlock: After CIA subjected Majid Khan to rectal feeding and rectal hydration, he tried ""to chew into his arm at the inner elbo…",Mobile Web (M2)
542405963215417345,2014-12-09 19:50:33,RT @3bdullla: الCIA أنفقت 81 مليون لتطوير أساليب إستجواب سيكولوجية تسبب أضرار نفسية وهذيان ثم تجمد المعتقل للموت وتحرمه من النوم وتهتك عرضة…,Mobile Web (M2)
542405626043699204,2014-12-09 19:49:13,#PRT YA RABB....,Mobile Web (M2)
542405534586916865,2014-12-09 19:48:51,"RT @MaliWitness: I cannot imagine what they have been doing to our sister Aafia Siddique :/
Ya rabb...",Mobile Web (M2)
542405455830474753,2014-12-09 19:48:32,"Let me remind you,the head of the snake resides in Arab tyrannies,specially KSA  regime. #KnowYourEnemy",Mobile Web (M2)
542405164225658880,2014-12-09 19:47:23,"#PT These murtadeen Arab media personnel are more loyal to kuffar,than the media of the kuffar themselves !",Mobile Web (M2)
542404888362090496,2014-12-09 19:46:17,Incredible that kuffar bootlicker al Arabiya social media accounts(most of them) have not talked about CIA Torture Report even once !,Mobile Web (M2)
542404205252583424,2014-12-09 19:43:34,"RT @JesselynRadack: ""What happened appears to have been worse than what took place at Abu Ghraib.""
-@nytimes Editorial Board
http://t.co/BY…",Mobile Web (M2)
542402625342164992,2014-12-09 19:37:17,"@alarabii_ that's what Yezidis claim,not true. Yezidism is result of syncretism for 100s of years,but z cult as we know it,not that ancient",Mobile Web (M2)
542401970032492544,2014-12-09 19:34:41,RT @deviatar: Contract psychologists who waterboarded &amp; later did psych assessments of KSM were paid $1800/day - 4x interrogators not allow…,Mobile Web (M2)
542401888117727233,2014-12-09 19:34:22,"RT @lydiadepillis: The shrinks behind the CIA's torture strategy proposed even crueler techniques that weren't OK'ed, like mock burials: ht…",Mobile Web (M2)
542400671983869952,2014-12-09 19:29:32,"RT @MicahZenko: Today's most disturbing revelation isn't in the #TortureReport, but in the CIA response: http://t.co/cLuidjldKV",Mobile Web (M2)
542400632230260736,2014-12-09 19:29:22,RT @ArarMaher: CIA torture experiments commenced at McGill University (where I graduated!) over 60 years ago. #TortureReport,Mobile Web (M2)
542399958414925825,2014-12-09 19:26:42,"RT @EjmAlrai: I thought it is only in Films:"" @NegarMortazavi CIA officer played Russian Roulette w a detainee. #TortureReport http://t.co/…",Mobile Web (M2)
542399682119335936,2014-12-09 19:25:36,RT @TelegraphNews: #TortureReport: CIA lied about series of British terror plots http://t.co/R4daILLKCO,Mobile Web (M2)
542399502615715842,2014-12-09 19:24:53,RT @EjmAlrai: This #CIA report is going to be translated in all languages I guess. Wait for the snow ball.,Mobile Web (M2)
542399467836559360,2014-12-09 19:24:45,RT @joanneatom: @EjmAlrai 6700 pages remain unpublished. Smh.,Mobile Web (M2)
542399396562731008,2014-12-09 19:24:28,"RT @EjmAlrai: Basically this report is saying ""The #CIA raped 2 detainee"" using ""excessive force"" . #TortureReport #USA. http://t.co/AFYXy1…",Mobile Web (M2)
542399307186331648,2014-12-09 19:24:06,"RT @EjmAlrai: Now we'll hear about how ""transparent is #CIA""...So..We shld be grateful. Thousands of documents r nt released. We haven't se…",Mobile Web (M2)
542398921960472576,2014-12-09 19:22:34,RT @mike_giglio: even with redactions a lot of Syrians will still see the CIA torture report as more proof the US and Assad are allies http…,Mobile Web (M2)
542397968016347137,2014-12-09 19:18:47,"RT @KenRoth: CIA torture sites that Obama wouldn't let the Senate report name: Poland, Lithuania, Morocco, Romania, Thailand, Afghanistan, …",Mobile Web (M2)
542395908617297921,2014-12-09 19:10:36,"RT @trevortimm: After an officer's orders led to a detainee freezing to death, the CIA recommended giving him a $2500 ""cash reward"" http://…",Mobile Web (M2)
542395555482066946,2014-12-09 19:09:12,RT @ArmsControlWonk: Welcome to 2014. Meet the torture report listicle. @dylanmatt 16 of the most fucked up things in the CIA report http:/…,Mobile Web (M2)
542395353689882624,2014-12-09 19:08:24,RT @maxseddon: The CIA tortured its own informants by accident. http://t.co/KodHWB7K7N,Mobile Web (M2)
542395137255800832,2014-12-09 19:07:32,"RT @mollymhunter: ""In Nov '02 a detainee... held partially nude &amp; chained to a concrete floor died from suspected hypothermia..."" #COBALT #…",Mobile Web (M2)
542395093026897920,2014-12-09 19:07:22,RT @bradplumer: The CIA started torturing people before even bothering to ask if they'd cooperate: http://t.co/PNyg3zVV1M,Mobile Web (M2)
542395052547665920,2014-12-09 19:07:12,"RT @evanchill: CIA torture report doesn't out partner countries, but hey, Egypt is named 157 times here http://t.co/EZrVD9Ue0l (via @mike_g…",Mobile Web (M2)
542394993819017216,2014-12-09 19:06:58,"RT @chrisjwoods: 1/2 Will British govt now admit its own collusion in torture, rendition &amp; assassination since 9/11? Why was an MI6 team in…",Mobile Web (M2)
542394943575441408,2014-12-09 19:06:46,RT @chrisjwoods: 2/2 Who in Blair govt approved extraordinary rendition of children to Gadafi's prisons? Who in present govt approved US ki…,Mobile Web (M2)
542394555421949953,2014-12-09 19:05:13,"RT @jdelrosso: Page 80. CIA tortures a detainee as punishment for not addressing interrogator as ""sir"" &amp; complaining of stomach pain. #Tort…",Mobile Web (M2)
542393702392819712,2014-12-09 19:01:50,"RT @markfollman: Sickening: Detainee Majid Khan's ""lunch tray"" of hummus, pasta, nuts, &amp; raisins was ""rectally infused"" http://t.co/scfUMZ9…",Mobile Web (M2)
542393412838637570,2014-12-09 19:00:41,"RT @ramez: CIA tortured Gul Ruhman to death at ""the Salt Pit"". 

Mistaken identity.  http://t.co/WpMMt79XCG http://t.co/CvQQRnI9P8",Mobile Web (M2)
542391748320718849,2014-12-09 18:54:04,"@rcallimachi how dare you,you filthy apologist...come clean?!this is what they are letting to know, after many years, hiding much more!",Mobile Web (M2)
542390912257511424,2014-12-09 18:50:45,@shamiwitness cc @Allah_Akbaar19  @Iraqnow0 @unaa2011 @,Mobile Web (M2)
542390566030307329,2014-12-09 18:49:22,@shamiwitness cc @salah_news3 @DTarhuni @al_fataih @AsawirtiMedia_0 @sunni_affairs @abedoalekahare @_JIOC,Mobile Web (M2)
542389685041901568,2014-12-09 18:45:52,RT @AnshelPfeffer: CIA torture report reveals that when CIA lawyers worked on legal justification for interrogation they used #Israel's Sup…,Mobile Web (M2)
542388818284781569,2014-12-09 18:42:26,My Arabic tweeting followers: please read my tweets and know what kind of torture the CIA did to Muslims in their secret prisons.,Mobile Web (M2)
542388213038325762,2014-12-09 18:40:01,"Remember: 100% of all the torture victims of CIA has been Muslim since the program started.This is a War on Islam,War on Muslims.",Mobile Web (M2)
