id,created_at,text
604141915093757953,2015-05-29 04:27:11,"""Knowledge is considered to be superior over all things bc it is meant to be used for the purpose of fearing Allāh ﷻ""
 
~Sufyānuth-Thawrī"
604140004223422464,2015-05-29 04:19:36,@Angelina_Soma @PuntitePrincess we do it for Allah's sake and the humanitarian in us! Sad our ancestors are Yemeni
604139282887000064,2015-05-29 04:16:44,@Angelina_Soma @PuntitePrincess and now Yemenis are fleeing to Somalia for safety smh the irony
604128519560519680,2015-05-29 03:33:57,"""O you who have believed, fear Allah and speak words of appropriate justice.""

[Al-'Aĥzāb 33:70]"
604122953949843456,2015-05-29 03:11:50,@MissyDazz @HelioLind1 @kingemirb @PuntitePrincess they will forever be occupied for being rebellious to their deen and being racist morons
604120045845921793,2015-05-29 03:00:17,"Muslims urged to ignore US anti-Islamic cartoon event taking place this Friday http://t.co/Om4fuVzXms

Once again provoking Muslims! Smh"
604051568313438209,2015-05-28 22:28:11,Palestinians and Kurds are the worst creatures and a insult to Islam except those who are not nationalistic! #filth
604047538086416384,2015-05-28 22:12:10,"@Naimacostanza @mandyOmAli @PuntitePrincess 😂😂😂😂 poor Palestinians, if only looks can get you freed from the Zionist! The west won't help"
603992993725620224,2015-05-28 18:35:26,Usually? Moderates man! Almost always it refers to going in the way of Allah (the battlefields) https://t.co/hiHFGeibCj
603970377165901824,2015-05-28 17:05:33,"Have the khawarij freed Muslim prisoners? No

Have the khawarij protected Muslim lives? No

Than how can we call the #IS khawarij? #Befair"
603964384180731904,2015-05-28 16:41:44,I prefer jazakallah Khyr instead of thanks people!
603960644883193856,2015-05-28 16:26:53,I need a new job 😭😭 this job has so many man 😭😭 wish I can find women only job #TheStruggleIsReal
603952521753669632,2015-05-28 15:54:36,When wars were fought in history one party accepted defeat. How can a war be won if the #IS will never accept defeat! #Khilafah
603951421042462720,2015-05-28 15:50:14,Lowering ones gaze is the hardest thing to do specially in the west but let's do it for the sake of the almighty (Allah).
603948150680768513,2015-05-28 15:37:14,"Ireland cant declare ‘neutrality’ as US military aircraft land @ Shannon http://t.co/f1nEqriCNf

Oh no you cant you are just as responsible"
603943318225948672,2015-05-28 15:18:02,"O you who have believed, fear Allah as He should be feared and do not die except as Muslims [in submission to Him]. { Surah Imran Aya 102}"
603939950006927360,2015-05-28 15:04:39,So @ work today &amp; my Muslim client lady literally tried to force me to take off my niqab saying it brings bad attention! 😱😱 so angry now 😁👊
603876141066235906,2015-05-28 10:51:06,@mustafa_solo than why wld u wish it on some1 who died? Istaqfurullah fear Allah akhi! That bro went in they way of Allah &amp; will be rewarded
603873816104796160,2015-05-28 10:41:51,Fajr 😍😍
603793663739699200,2015-05-28 05:23:22,Neither of these two flags belong in Somalia except the black banner (#Tawheed) #Somalia http://t.co/8l7VwhIC8A
603790073813958656,2015-05-28 05:09:06,"Indeed, those who disbelieve - never will their wealth or their children avail them against Allah &amp; it is thy who are fuel for the Fire 3:10"
603767371443085312,2015-05-28 03:38:53,By the will of Allah the Muslims will overcome every regime that claims to be powerful. https://t.co/WMrdXO2und
603721864100368385,2015-05-28 00:38:03,If you have been in my Blocklist before my account was suspended it will be stupid of you to @ me unless if you enjoy being blocked #fools
603696776231653376,2015-05-27 22:58:22,"Australia says it would punish wife of an IS fighter whose son posed with head http://t.co/l9K4M7fz2q

How many heads did you bomb Aus?"
603611271032741888,2015-05-27 17:18:36,"Say to those who disbelieve, ""You will be overcome and gathered together to Hell, and wretched is the resting place."" {Quran, 3:12}"
603607106801901568,2015-05-27 17:02:03,"Allah - there is no deity except Him, the Ever-Living, the Sustainer of existence. {Quran, surah Imran Aya 2}"
603596583670714369,2015-05-27 16:20:14,This marks the second sister who lost a baby because a coward kafir attacked her for being a Muslims! Dua's pls! https://t.co/hEHx0abDnP
603593657308983297,2015-05-27 16:08:36,Man without ghirah are the worst creatures on this earth!
603587334362116097,2015-05-27 15:43:29,RT @TawheedNetwrk1: The Prophet ﷺ said: “.. Allāh will not stop forgiving you unless you stop seeking forgiveness.”
603430220645978112,2015-05-27 05:19:10,Call on Allah to free you from the oppression &amp; the aggression by the filthy Zionist &amp; not those who endorse it (The West) #GazaUnderAttack
603429837777297408,2015-05-27 05:17:39,Palestinians continue to beg the kuffar to free Palestine again a kuffar will never free you only the khilafah will #GazaUnderAttack
603423159778471936,2015-05-27 04:51:07,Shariah/caliphate has been a effective system for over 500 yrs unlike democracy which hasn't even been in place for 100 years.
603419737465454594,2015-05-27 04:37:31,https://t.co/dvmrQafWW6
603409353597673472,2015-05-27 03:56:15,The West has managed to convince every moron who has IQ point below 12 that the war in Muslim lands is against terrorism and not Islam!
603325179624820736,2015-05-26 22:21:46,@sandman_leb @AkhOnTheBlock takfir is made on any1 pledging allegiance to &amp; promoting kufr laws instead of shariah it's not about the #IS
603276960463245312,2015-05-26 19:10:10,I love green tea 😍😍 http://t.co/OC5YH4GxQl
603261780098469888,2015-05-26 18:09:51,😍😍😍😍 Alhamdullilah Allah is great
603232006437249026,2015-05-26 16:11:32,I am starving 😭😭
603193998333710338,2015-05-26 13:40:30,"Abu Haleema banned from promoting his views online http://t.co/1JB5nyr1nN

This is your definition of freedom of speech? #No2Democracy"
603171823740723200,2015-05-26 12:12:23,@_LaDy_GhUrAbA_ @ansari17harun Ameen
603170487045398528,2015-05-26 12:07:05,can I just stay a sleep😴😴
603092485762654208,2015-05-26 06:57:08,"‘We pledge full US support’: Biden backpedals after US slights Iraqi army http://t.co/ClqtKlIIAt

Lol @ Iraqi forces bravery 😂😂 fleeing?"
603084430488514560,2015-05-26 06:25:07,"Russia condemns the #IS for Palmyra massacre http://t.co/t6BepoiGiC

Russia I recommend you take your own advise #Ukraine"
603079779894611968,2015-05-26 06:06:38,Allah azza wajal is our protect despite your fancy powerful planes!  https://t.co/HZ2AHmllL5
603028081088016385,2015-05-26 02:41:12,@ the gym 💪💪💪💪
603002395916955648,2015-05-26 00:59:09,For god sake observe your salah and zakat for Allah has said over over again to establish salah and zakat!
602998173120991232,2015-05-26 00:42:22,To be a #IS supporter your iman has to be firm! And your deen has to be ur #1 priority! So obviously anti #IS camp will be larger than pro.
602953369439870976,2015-05-25 21:44:20,"@aishasaleh37 difference? Yeah he is your dad, your walid make dua and don't compare him to anyone!"
602844517411266561,2015-05-25 14:31:47,"Turkey agrees deal with U.S. on air support for Syrian rebels to fight the islamic state http://t.co/r18gG6Hsjj

Lovely no surprise here"
602725504752451584,2015-05-25 06:38:53,Either speak haqq and condemn taghut or remind silent! No need to bark non-sense! #AbooMaryam
602701469968637954,2015-05-25 05:03:22,"Ukhti what do you think about the niqaab ban in The N... — I think its a war on islam, to dishonor our women, to... http://t.co/ucKax7Kz97"
602685318324744192,2015-05-25 03:59:11,"As a Muslim u have to believe that the believers will be victories whether the disbelievers dislike it, if u don't u need to fix your iman!"
602684396257341440,2015-05-25 03:55:32,RT @snwzs2: Kuffar always mocking Islam because deep inside they know Islam is the true message! Talk about bitterness!
602641197509775360,2015-05-25 01:03:52,Are we suppose to be offended when murtad like this fools calls us khariji woman? Nah #attentionseeker  https://t.co/IPMDgR8wxf
602504139533328384,2015-05-24 15:59:15,"Saudi king heartbroken by mosque attack, promises punishment http://t.co/Og5nseiM8i

Heartbroken? Really? What about the Palestinians? No"
602500100120784897,2015-05-24 15:43:12,"Guys follow and support our Akhi's account 👉@JustDawah1231 for dawah purposes!

Jazakallah Khyr for your efforts!"
602367023604170753,2015-05-24 06:54:24,"After the fall of Ramadi, the Obama administration weighs its options http://t.co/FDdQzUMmuc

Ground troops? Or cowardly air strikes?"
602345199365431296,2015-05-24 05:27:41,May Allah protect us from them! http://t.co/p5oC4isVex
602320622757240832,2015-05-24 03:50:01,LOL this fake account of me is killing me 😂😂😂😂😂 http://t.co/snU9ErT6sR
602316035535024128,2015-05-24 03:31:48,"You disagree with #moreislamicthanisis, okay I unders... — We don't call them names besides the names they portr... http://t.co/6IUGT4NUtK"
602314716367724544,2015-05-24 03:26:33,Whats uskoot? — SHUT UP http://t.co/RIeFavHRgO
602303678511456256,2015-05-24 02:42:41,know that you have gone astray if you seek freedom &amp; justice through man made law (Democracy) rather than shariah!
602217137265123328,2015-05-23 20:58:48,"None of you [truly] believes until he loves for his brother that which he loves for himself.
~ Bukhari &amp; Muslim
#Islam"
602197476003676160,2015-05-23 19:40:41,So long no new avi on twitter? Waiting waiting we are waiting waiting — Uskoot http://t.co/QBgF2WW48g
602184820228231168,2015-05-23 18:50:23,"Welcome back akhi , everyone support and follow our akhi 👉@stateofislam4"
602183038336954368,2015-05-23 18:43:19,"""One of the worst sins is a person who takes his sins lightly.""

[Abu Bakr Al Siddiq]"
602182279721517056,2015-05-23 18:40:18,Appi we just lose seeing all the filthy sister around us but ur tweets alway... — aww jazakallah khyr akhi ameen :) http://t.co/Mzczbg9uYp
602182096766038016,2015-05-23 18:39:34,"Its so hard to find a religious muslim man for marrige :( — tell me about it, specially in the west http://t.co/skIjPpCkna"
602181808499892224,2015-05-23 18:38:25,Whats your kik? — i dont give out my kik to ppl i dont know sorry http://t.co/tyQm5UJRAT
602181156084326400,2015-05-23 18:35:50,I miss abu haleema — i do too may allah protect him http://t.co/zltFK7fOkM
602180913800335362,2015-05-23 18:34:52,IZIZ doesn't represent true Islam. True Muslims are the ones to suffer most. But you will be defea... — whats IZIZ? http://t.co/SoyKa4JJTe
602180736175755264,2015-05-23 18:34:10,How-to tell wome1 is poor&amp;that I need to give money to them? — i am not sure i understand your question! http://t.co/US7RF6tG4C
602180440653430785,2015-05-23 18:32:59,"Never trust a Muslim - how does that sound? Terrible?... — oh how sad i offended a muslim by saying ""never trust... http://t.co/eqPxoC6Mq3"
602177715144364032,2015-05-23 18:22:09,"Convo with nephew!

Me: Who came to the store 

Little nephew: two kuffar and one baby kafir 

Me: LOL @ baby kaffir 😂😂😂😂"
601983492801634305,2015-05-23 05:30:23,"انا نعسان
😴😴😴😴"
601973415147343873,2015-05-23 04:50:20,But but Obama promised to degrade &amp; destroy them 😏 http://t.co/geBmLaQxp5
601972421743267840,2015-05-23 04:46:24,"""O Prophet fight against the disbelievers &amp; the hypocrites &amp; be harsh upon them, &amp; their refuge is Hell, &amp; wretched is the destination"" 9:73"
601949198196592641,2015-05-23 03:14:07,"""O you who have believed, fear Allah as he should be feared and do not die except as Muslims"" [Qur'an 3:102]"
601948991568351232,2015-05-23 03:13:17,"Allah says ""There has certainly been for you in the Messenger of Allah an excellent exemplar for anyone whose hope is in Allah.."" [Ahzab 21]"
601948044498771968,2015-05-23 03:09:32,Wallahi the enemy of Islam is within don't look too far to find them! See the incompetents barking khawarij than you have found them!
601872709413244928,2015-05-22 22:10:10,"Nukes within a year? #ISIS magazine boasts they can be bought in Pakistan http://t.co/d0JmYHXwNV http://t.co/eISDvXvneO

😱😱 oh no"
601790960100634624,2015-05-22 16:45:20,As Muslims the only constitution that We should recognize &amp; refer to for judgement is the constitution of Allah swt. #Shariah.
601783831750975488,2015-05-22 16:17:00,"""Never ever trust a kaffir""

~Imam Anwar Al-Awlaki (RH)"
601619924931477504,2015-05-22 05:25:42,This terrorist moron who is massacring Ukrainians in his backyard wants to fight terrorism? What a joke! http://t.co/9MF0RAT2I0
601618894814638080,2015-05-22 05:21:36,"‘Surge’ architects want US ground troops in Iraq to wash out ISIS http://t.co/uRhYviXXtW

You Lost 2006 &amp; now you loose the war again smh"
601614499876077568,2015-05-22 05:04:08,RT @ulumAlnikah: Follow @Restore_Shariah for reminders and beneficial updates regarding the affairs of ummah!!  https://t.co/0xeC5XBV7Y
601612393207169024,2015-05-22 04:55:46,@ulumAlnikah let the taghuts finish each other off
601611591679901696,2015-05-22 04:52:35,Subhanallah Before this akhi was martyred he talked about hoor for a entire day! http://t.co/FoFMzXEz7b
601601674931765248,2015-05-22 04:13:11,I am going to bed 😴😴😴😴💤💤
601601540223311872,2015-05-22 04:12:39,"Coconut Moslems: Extremist Muslims hijacked my peaceful religion ""Islam""

Me: How can it be hijacked when you never practiced it?  Ageeb! 😏"
601599393075171328,2015-05-22 04:04:07,"When will coconut Muslims understand that for the kuffars ""combating terrorism"" means combating Islam"" #WarOnIslam"
601598533788147712,2015-05-22 04:00:42,Hey coconut Muslims you shouldn't be ashamed to proclaim your deen &amp; call on tawheed just because it displeases the kuffar! #shariah
601595579953741825,2015-05-22 03:48:58,The crap on my ask account ya Allah cripple those who leave me such filth! Ameen!
601589035648327680,2015-05-22 03:22:57,RT @bro_akhi: http://t.co/IcIOMSC5Ck
601566136178737153,2015-05-22 01:51:58,Lol who cares how many people he killed so long as he is patriotic! 😂😂 #FoxNewsLogic https://t.co/lkgdo7CXmd
601486530599907328,2015-05-21 20:35:38,Should I get this ring? 😏 http://t.co/QdmJLwOR71
601460473825865730,2015-05-21 18:52:06,May Allah grant the Muslims victory wherever they are! #Syria #Iraq
601369294383939584,2015-05-21 12:49:47,Allahu'Akbar (Allah is Great)
601364887890165760,2015-05-21 12:32:16,"ISIS in full control of Palmyra, controls 50 percent of Syrian territory, monitors say http://t.co/nS08gnYRwT http://t.co/qVLOy9oKnM"
601364596000223233,2015-05-21 12:31:07,Like those who make the haram halal &amp; slander the Mujahideens?  https://t.co/W7YWJg4URC
601251346864545792,2015-05-21 05:01:06,"Whoever disbelieves in Taghut &amp; believes in Allah, then he has grasped the most trustworthy handhold that will never break...[2:256]"
601244427533815808,2015-05-21 04:33:36,I hate working I need a day off to myself😭
601130610489466883,2015-05-20 21:01:20,"Muslim-Turned-Christian Shares Her Spiritual Journey http://t.co/rIoakwjZN0

Join the disbelievers in hellfire!"
601024951391526912,2015-05-20 14:01:29,"Iraqi forces thwart Islamic State attack east of Ramadi overnight http://t.co/CJf3KEII4Q

The same ones who fled? Lol"
600867990964436992,2015-05-20 03:37:47,"Allah says: ""Put your trust in Allah, for Allah loves those who put their trust in Him."" [Qur'an 3:159]"
600827706931052545,2015-05-20 00:57:42,Pt perhaps Saudi might want to hire jihadi john!
600827565260038144,2015-05-20 00:57:09,"Executions on the Rise, Saudi Arabia is Now Hiring More Executioners https://t.co/USsDgazX6g

Why isn't the US calling Saudi barbaric?"
600821249040855040,2015-05-20 00:32:03,Wallah coconuts are the most annoying creatures in the universe more annoying than the kuffar! May Allah guide them! May Allah guide us all!
600681681230680064,2015-05-19 15:17:27,"Saudi air raids hit Sanaa overnight: http://t.co/MwkGEb43uj http://t.co/YkpX1HponH

Who are you trying to impress? Shaytan united? #pathetic"
600529878463680512,2015-05-19 05:14:14,Success in enforcing kufr laws? Man coconuts are something else. http://t.co/xUWrdCew4W
600506032088023040,2015-05-19 03:39:29,Those who created #MoreIslamicThanISIS are #MoreKaffirThanKuffar
600502640129265664,2015-05-19 03:26:00,If these people are #MoreIslamicThanISIS than I don't know what's islamic 😱 http://t.co/gUBtM1X9wo
600285516752379904,2015-05-18 13:03:14,I love it when foxnews reports this! In yo face ☺️ https://t.co/wdaTymQ6yq
600181720974020608,2015-05-18 06:10:47,What's next? Hijab? My Somali akhwaan do not allow this filthy Government to dishonor our sisters! http://t.co/bZ4jSBNEjd
600177914483716098,2015-05-18 05:55:40,Pentagon says ISIS 'now has the advantage' in Ramadi amid reports of Iraqi forces fleeing http://t.co/HnXnwtG6yM http://t.co/eISPCwfRmU
600177828655685632,2015-05-18 05:55:19,"RT @BoyJannatul4: Breaking : "" All Olympic medal in the event of Athletic been reserved for Shia for fleeing faster than hammers ""-IOC http…"
600170068039761920,2015-05-18 05:24:29,"Shiite militias converge on Iraq's Ramadi after IS takeover http://t.co/w7Otxxjks7

I bet there is too many sad little faces😥👌"
600159536729710592,2015-05-18 04:42:38,And who is the khawarij and the enemy of Sunnis again? Bark along http://t.co/EP8dJelwud
600111512712273920,2015-05-18 01:31:48,The only terrorist organization that's power hungry &amp; will kill for it is Jan! May Allah guide them or destroy them😥 http://t.co/viwL7NWByn
600110336667164673,2015-05-18 01:27:08,"It's amazing how Allah azza wajal has created our identity for us as Muslims, yet we choose to identify with other identities! #ungrateful"
600103687168651265,2015-05-18 01:00:43,RT @TawheedNetwrk1: Allah is with the believers http://t.co/3HUZj7kX85
600097202099355649,2015-05-18 00:34:56,Kuffar always mocking Islam because deep inside they know Islam is the true message! Talk about bitterness!
600037590901923840,2015-05-17 20:38:04,Look at this fool! If it was up to Obama the islamic state would have never captured #Ramadi  https://t.co/THmFoqOl8U
600026710717763584,2015-05-17 19:54:50,Of course it will it's the #IS  that has the world fighting them &amp; they still gain victory! Who is fighting you? Smh https://t.co/vxS4O7eFng
600026281082683392,2015-05-17 19:53:08,So wait the #IS is capturing cities like #Ramadi despite the anti-Islam coalition air strikes along with Shia militia? Victory is with Allah
600022956887117824,2015-05-17 19:39:55,@RamadiMsscre @No2Munafiqeen_ LOL @ find your father program 😂😂
600015096119730176,2015-05-17 19:08:41,Every group who is waging jihad is a terrorist &amp; khawarij according to dollar scholars than who is doing jihad the right way? You?😏
599762961876590593,2015-05-17 02:26:47,The most stupidest hashtag #MoreIslamicThanISIS that awkward moment when it's the opposite! Kuffar &amp; munafiqs the dogs of hellfire!
599729191920218112,2015-05-17 00:12:36,"I am the daughter of Islam therefore, I will never dishonor myself by adopting western life style I vow to reject it so long as I am alive!"
599681226945998848,2015-05-16 21:02:00,Propaganda @ it's best!  https://t.co/DZtIspKdCo
599667512217862144,2015-05-16 20:07:30,"The system of kufr (Democracy) will tolerate gays &amp; lesbians but its not going to tolerate the message of truth (Islam)

~Anwar Al-Awlaki Rh"
599590608064237570,2015-05-16 15:01:55,Even the angel of death will die @ the end so don't think death won't come to u when u least expect it! Repent before it's too late for you!
599431108812546049,2015-05-16 04:28:07,It takes loads of guts to stand up to modern Muslims in their support for kufr laws! This brother did it masha'allah http://t.co/aDRfQGAp7M
599370741524594688,2015-05-16 00:28:15,If my future husband isn't harsh like Umar bin Kattab ra than don't even bother mate can't handle softies!
599349806444711936,2015-05-15 23:05:03,No words! http://t.co/xZCnJw7IrG
599347059150454784,2015-05-15 22:54:08,Too many kuffar trolls in my mentions😭
599303452871806976,2015-05-15 20:00:52,#Tsarnaev is sentenced to death yet shariah is barbaric! Smh democracy and it's double-standards!
599302939241512961,2015-05-15 19:58:49,@islamicst7 @mrsednajon I blocked that kafir! May Allah disfigure his face
599300840277553152,2015-05-15 19:50:29,"CNN: ""The Boston terrorist sentenced to death for his cowardly act""

Me: the US dropping bombs @ defenseless ppl isn't cowardly act? Huh Smh"
599296839922405376,2015-05-15 19:34:35,BREAKING NEWS: Brother #Tsarnaev sentenced to death. http://t.co/YHCkJfRHw6 http://t.co/6l68gVTo1X
599280955363356673,2015-05-15 18:31:28,Kaffir crying crocodile tears because victory was never theirs! It won't be the last tears bi'itnillah! http://t.co/qVnG8lsVjW
599255729934049281,2015-05-15 16:51:14,"Modern Muslims: He sws was merciful!

Me: the prophet (pbuh) is the prophet of mercy and the prophet of battle! #BetruthFul"
599245379490701312,2015-05-15 16:10:06,Wreckage of missing U.S. helicopter found in #Nepal; no survivors: http://t.co/DLrxTP2qSk http://t.co/ysk5F1RoDw
599242682590961664,2015-05-15 15:59:23,They plan and Allah plans! http://t.co/LHo4ydWm8g
599205622689718272,2015-05-15 13:32:07,Everyone block this filth 👉@MsJihadi jazak
599114511870730240,2015-05-15 07:30:05,"Haqq &amp; Baatil can never coexist, haqq will prevail over Baatil!"
599104528156336128,2015-05-15 06:50:24,RT @Ummbilalo: My father still a lion In prison I met him and he is still roaring may Allah protect him #Freesheikhomarbakri
599099674352574464,2015-05-15 06:31:07,Subhanallah this bro got suspended how many times! Smh twitter definitely has failed targeting Baqiyah tweepers! https://t.co/xHwqbV2iR9
599091747482906624,2015-05-15 05:59:37,"Muslim Cry ‘Racism’ After A Sign is Posted to Stop Them From Washing Feet in Baltimore Sink http://t.co/YGTVfr6sWV

What's next?"
599089439307096064,2015-05-15 05:50:27,"American Who Tried To Join ISIS Gets 20 years http://t.co/xjwjGCu0DK

Are you kidding me 20 years in prison for what exactly? Kuffs man!"
599088118604668928,2015-05-15 05:45:12,"FBI arrests U.S. citizen in Texas, alleging that he traveled to Syria to fight with ISIS. http://t.co/JJcVZJsUqZ.

#FreeMuslimPrisoners"
599085709996257280,2015-05-15 05:35:38,Let's make dua for idol worshipers who Allah has brought his wrath on them! Good one sheikh! http://t.co/oSqfywaTfG
599084772330184704,2015-05-15 05:31:54,"Lindsay Lohan carries a copy of the Quran as she steps out in Brooklyn http://t.co/WPlKhfpPKP

Kuffar running to Islam bc it's the truth!"
599084074628681728,2015-05-15 05:29:08,RT @HamaEcho: #offline forever. We are going to Ghouta soon. I have a bad feeling about this but the only thing that can happen is martyrdo…
599077720882946048,2015-05-15 05:03:53,Syria says the islamic state approaching ancient city of Palmyra http://t.co/chqBa6aRIE http://t.co/yhE12WfJUU
599063214941478913,2015-05-15 04:06:15,#Burma | Rohingya girls in detention centers. What have they done besides being a Muslims! http://t.co/wgmG1CLPpr
599054484472496128,2015-05-15 03:31:33,I can never understand why people use avi's only exposing their mouth? Like really? Fear all together!
599044784523767809,2015-05-15 02:53:01,I thought you said he is dead! http://t.co/s0XK7r6msh
